"","Progress","Duration (in seconds)","Finished","ResponseId","DistributionChannel","UserLanguage","Q1","1.Q1","1.Q2","1.Q3","1.Q4","2.Q1","2.Q2","2.Q3","2.Q4","3.Q1","3.Q2","3.Q3","3.Q4","4.Q1","4.Q2","4.Q3","4.Q4","5.Q1","5.Q2","5.Q3","5.Q4","Q11","Q12","Q14","Q24","Q13","Q25","Q26","Q29_1","Q30","Q31","Q32","Q34","Q35","Q36","Q17","Q19","Q20","Q6","Q7","Q8","Q9","Time Lag 1","Attribution Confidence 1","Damage Assessment 1","Hack type 1","Persistence 1","Time Lag 2","Attribution Confidence 2","Damage Assessment 2","Hack type 2","Persistence 2","Time Lag 3","Attribution Confidence 3","Damage Assessment 3","Hack type 3","Persistence 3","Time Lag 4","Attribution Confidence 4","Damage Assessment 4","Hack type 4","Persistence 4","Time Lag 5","Attribution Confidence 5","Damage Assessment 5","Hack type 5","Persistence 5"
"67",100,545,TRUE,"R_2aDCOsrSIcreT7a","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,2,"Probably take my winnings","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat difficult","No","No","Yes","No","4 year degree","american","No","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"68",100,636,TRUE,"R_23gEQuwXil1fVUu","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","not very confident","Deescalate","Yes",FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,7,"Probably continue playing","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat easy","Yes","Yes","No","No","Professional degree",NA,"No","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"69",100,3765,TRUE,"R_2V1Jqwmy6xMgR3j","emai","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,TRUE,FALSE,TRUE,TRUE,TRUE,"Secure",FALSE,4,"Probably take my winnings","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat difficult","No","No","No","Yes","4 year degree","United States","No","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"70",100,92051,TRUE,"R_2AKaKvY3EvdvXFv","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,4,"Probably take my winnings","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither easy nor difficult","No","No","Yes","Yes","Professional degree","American","No","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"71",100,574328,TRUE,"R_2zZb6jwTddpSgye","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No",FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,6,"Definitely take my winnings","Neither agree nor disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat easy","Yes","No","Yes","Yes","Professional degree","American (USA)","No","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"72",100,1300,TRUE,"R_2e8TPSEtAVGs8ke","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes",FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,4,"Probably take my winnings","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither easy nor difficult","Yes","No","No","Yes","Professional degree","Singapore","No","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"73",100,821,TRUE,"R_3g7LZGcqBNihZkD","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Escalatory attack",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,4,"Probably take my winnings","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither easy nor difficult","Yes","No","No","Yes","4 year degree","Kenyan","No","1 month","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"74",100,533,TRUE,"R_27eWAkC8iAXSiS4","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely unconfident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Not sure","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat easy","No","No","No","Yes","4 year degree","US","No","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"75",100,639,TRUE,"R_2EaDe7hGsvjMadG","email","EN","I consent, begin the study","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Deescalate","Yes",TRUE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Probably take my winnings","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither easy nor difficult","No","No","Yes","No","Professional degree","USA (Caucasian)","Yes","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"76",100,766,TRUE,"R_6XKBCK21iGpddm1","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Employ a proportional response",NA,FALSE,TRUE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably continue playing","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat easy","No","No","Yes","Yes","4 year degree","Croatian, Italian, Irish, German","No","6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"77",4,274,FALSE,"R_3lGmIigGvM3Sw4R","anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",4,25,FALSE,"R_3JfslYqRfHCBquN","anonymous","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",46,17679,FALSE,"R_3hszFMevMRY3496","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Deescalate","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"80",4,282,FALSE,"R_3g5kw0aCPGSin52","anonymous","ES","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2,27,FALSE,"R_2ExZSClwcnohFxy","anonymous","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",4,24,FALSE,"R_1r68bl0FQRZiVCN","email","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",14,94,FALSE,"R_aVJwjAyDV44AMCt","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",100,622,TRUE,"R_22rwNI9D5POfesm","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,TRUE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,4,"Probably take my winnings","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat difficult","No","Yes","No","Yes","4 year degree","american","No","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"85",4,39,FALSE,"R_2B4jn50Jus52XFF","anonymous","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2,11467,FALSE,"R_2WwkpJkFgnA5DVK","anonymous","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",4,155,FALSE,"R_uzdPTIXjtJEnvFv","email","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",100,726,TRUE,"R_rlq3op82Y5wllGV","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely unconfident","Deescalate","Yes",TRUE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,7,"Definitely take my winnings","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat easy","Yes","No","Yes","Yes","4 year degree","American","Yes","1 month","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"89",4,136,FALSE,"R_1HoV54KEDK0Q14t","email","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",100,1239,TRUE,"R_bDHgauTYd9b9wqt","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely unconfident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely unconfident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely unconfident","Deescalate","Yes",FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,4,"Probably take my winnings","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither easy nor difficult","No","No","Yes","Yes","Doctorate","USA","No","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
